,货号,通用名,剂型,规格,生产厂家,批准文号,单位
903,67826,紫草皮,,0.5kg每袋,四川省卓宇制药有限公司,,g
904,67827,板蓝根,,0.5kg每袋,江西国都中药饮片长有限公司,,g
905,67828,川射干,,0.5kg每袋,四川泰鹏药业有限公司,,g
906,67829,玄参,,0.5kg每袋,四川省卓宇制药有限公司,,g
907,67830,牛蒡子,,0.5kg每袋,四川省泓圃药业有限公司,,g
908,67831,荆芥,,0.5kg每袋,四川省卓宇制药有限公司,,g
909,67832,青蒿,,0.5kg每袋,四川省泓圃药业有限公司,,g
910,67833,大黄,,0.5kg每袋,四川省泓圃药业有限公司,,g
911,67834,辛夷,,0.5kg每袋,四川泰鹏药业有限公司,,g
912,67835,木蝴蝶,,0.5kg每袋,四川泰鹏药业有限公司,,g
913,67836,天花粉,,0.5kg每袋,四川泰鹏药业有限公司,,g
914,67837,夏枯全草,,0.5kg每袋,四川省泓圃药业有限公司,,g
915,67838,葛根,,0.5kg每袋,四川泰鹏药业有限公司,,g
916,67839,干鱼腥草,,0.5kg每袋,四川金方生物医药科技有限公司,,g
917,67840,香薷,,0.5kg每袋,江西国都中药饮片长有限公司,,g
918,67841,炒蔓荆子,,0.5kg每袋,江西国都中药饮片长有限公司,,g
919,67842,长前胡,,0.5kg每袋,四川省泓圃药业有限公司,,g
920,67843,紫苏叶,,0.5kg每袋,四川金方生物医药科技有限公司,,g
921,67844,连翘,,0.5kg每袋,四川省卓宇制药有限公司,,g
922,67845,麻黄,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
923,67846,竹叶柴胡,,0.5kg每袋,四川金方生物医药科技有限公司,,g
924,67847,生石膏,,0.5kg每袋,四川省卓宇制药有限公司,,g
925,67848,艾叶,,0.5kg每袋,四川泰鹏药业有限公司,,g
926,67849,车前草,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
927,67850,薏苡仁,,0.5kg每袋,四川皓博药业有限公司,,
928,67851,罗汉果,,10个,四川皓博药业有限公司,,
929,67852,藿香,,1kg每袋,四川省泓圃药业有限公司,,g
930,67853,玄参,,1kg每袋,四川省泓圃药业有限公司,,g
931,67854,青蒿,,1kg每袋,四川泰鹏药业有限公司,,g
932,67855,建曲,,0.5kg每袋,宜宾仁和中药饮片有限公司,,g
933,67856,蜜枇杷叶,,1kg每袋,四川泰鹏药业有限公司,,g
934,67857,木蝴蝶,,0.5kg每袋,四川金方生物医药科技有限公司,,g
935,67858,干鱼腥草,,1kg每袋,四川泰鹏药业有限公司,,g
936,67859,紫苏叶,,1kg每袋,四川省卓宇制药有限公司,,g
937,67860,苍术,,1kg每袋,四川省卓宇制药有限公司,,g
938,67861,竹叶柴胡,,1kg每袋,四川仁禾中药饮片有限公司,,g
939,67862,山药,,1kg每袋,四川省卓宇制药有限公司,,g
940,67863,升麻,,0.5kg每袋,四川省泓圃药业有限公司,,g
941,67864,白术,,1kg每袋,四川仁禾中药饮片有限公司,,g
942,67865,茯苓,,1kg每袋,四川泰鹏药业有限公司,,g
943,67866,炒栀子,,1kg每袋,四川仁禾中药饮片有限公司,,g
944,67867,浙贝母,,0.5kg每袋,四川省泓圃药业有限公司,,g
945,67868,平贝母,,0.5kg每袋,四川省卓宇制药有限公司,,g
946,67869,黄芪,,0.5kg每袋,四川省卓宇制药有限公司,,g
947,67870,石韦,,0.5kg每袋,江西国都中药饮片长有限公司,,g
948,67871,桑白皮,,0.5kg每袋,四川省卓宇制药有限公司,,g
949,67872,生地黄,,0.5kg每袋,四川泰鹏药业有限公司,,g
950,67873,熟地黄,,0.5kg每袋,四川泰鹏药业有限公司,,g
951,67874,黄精,,0.5kg每袋,四川省卓宇制药有限公司,,g
952,67875,制天南星,,0.5kg每袋,四川省卓宇制药有限公司,,g
953,67876,泽泻,,0.5kg每袋,四川省卓宇制药有限公司,,g
954,67877,川芎,,0.5kg每袋,四川泰鹏药业有限公司,,g
955,67878,灵芝,,0.5kg每袋,四川省泓圃药业有限公司,,g
956,67879,川木通,,0.5kg每袋,四川省泓圃药业有限公司,,g
957,67880,蜜百部,,0.5kg每袋,四川省卓宇制药有限公司,,g
958,67881,党参段,,0.5kg每袋,四川泰鹏药业有限公司,,g
959,67882,白术,,0.5kg每袋,四川省卓宇制药有限公司,,g
960,67883,蜜枇杷叶,,0.5kg每袋,四川省卓宇制药有限公司,,g
961,67884,川紫菀,,0.5kg每袋,四川省泓圃药业有限公司,,g
962,67885,大枣,,0.5kg每袋,四川省卓宇制药有限公司,,g
963,67886,萆薢,,0.5kg每袋,四川省卓宇制药有限公司,,g
964,67887,牛尾独活,,0.5kg每袋,四川泰鹏药业有限公司,,g
965,67888,炙甘草,,0.5kg每袋,四川省泓圃药业有限公司,,g
966,67889,当归,,0.5kg每袋,四川省卓宇制药有限公司,,g
967,67890,蜜款冬花,,0.5kg每袋,江西国都中药饮片长有限公司,,g
968,67891,滑石,,0.5kg每袋,四川省泓圃药业有限公司,,g
969,67892,牛蒡子,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
970,67893,炒火麻仁,,0.5kg每袋,四川省泓圃药业有限公司,,
971,67894,淡竹叶,,0.5kg每袋,四川金方生物医药科技有限公司,,g
972,67895,砂仁,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
973,67896,苦杏仁,,0.5kg每袋,四川泰鹏药业有限公司,,g
974,67897,车前子,,0.5kg每袋,四川省卓宇制药有限公司,,g
975,67898,炒酸枣仁,,0.5kg每袋,江西国都中药饮片长有限公司,,g
976,67899,桃仁,,0.5kg每袋,四川泰鹏药业有限公司,,g
977,67900,苏木,,0.5kg每袋,南充五星金方中药饮片有限公司,,g
978,67901,大菟丝子,,0.5kg每袋,四川省卓宇制药有限公司,,g
979,67902,地骨皮,,0.5kg每袋,四川金方生物医药科技有限公司,,g
980,67903,川楝子,,0.5kg每袋,四川五芝中药饮片有限公司,,g
981,67904,浮小麦,,0.5kg每袋,四川金方生物医药科技有限公司,,g
982,67905,桑枝,,0.5kg每袋,四川金方生物医药科技有限公司,,g
983,67906,地肤子,,0.5kg每袋,四川省卓宇制药有限公司,,g
984,67907,木瓜,,0.5kg每袋,四川省泓圃药业有限公司,,g
985,67908,蛇床子,,0.5kg每袋,四川省泓圃药业有限公司,,g
986,67909,香加皮,,0.5kg每袋,四川省卓宇制药有限公司,,g
987,67910,紫苏叶,,0.5kg每袋,四川泰鹏药业有限公司,,g
988,67911,藁本片,,0.5kg每袋,四川皓博药业有限公司,,
989,67912,番泻叶,,0.5kg每袋,四川泰鹏药业有限公司,,g
990,67913,山药,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
991,67914,决明子,,0.5kg每袋,四川省泓圃药业有限公司,,g
992,67915,杜仲,,0.5kg每袋,四川省天府神龙中药饮片有限公司,,g
993,67916,麸炒白术,,0.5kg每袋,四川省卓宇制药有限公司,,g
994,67917,川银花,,0.5kg每袋,四川泰鹏药业有限公司,,g
995,67918,莲子,,0.5kg每袋,四川景程中药饮片有限公司,,g
996,67919,银柴胡段,,0.5kg每袋,四川省卓宇制药有限公司,,g
997,67920,炒栀子,,0.5kg每袋,四川省卓宇制药有限公司,,g
998,67921,盐酸左氧氟沙星片,片剂,按C18H20FN3O4计算 0.1g,四川科伦药业股份有限公司,国药准字H20054198,盒
999,67922,炎热清片,片剂,每片重0.33g,陕西海天制药有限公司,国药准字Z20050864,盒
1000,67923,呋喃唑酮片,片剂,0.1g,上海玉瑞生物科技(安阳)药业有限公司,国药准字H41020023,瓶
1001,67924,单硝酸异山梨酯缓释片,片剂,40mg,山东鲁抗医药集团赛特有限责任公司,国药准字H20083838,g
1002,67925,草果,,0.5kg每袋,四川省卓宇制药有限公司,,g
1003,67926,大腹皮,,0.5kg每袋,四川省泓圃药业有限公司,,g
1004,67927,青皮,,0.5kg每袋,四川省卓宇制药有限公司,,g
1005,67928,陈皮,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1006,67929,佛手,,0.5kg每袋,四川金方生物医药科技有限公司,,g
1007,67930,厚朴,,0.5kg每袋,江西康齐乐中药材有限公司,,g
1008,67931,肉桂,,0.5kg每袋,四川泰鹏药业有限公司,,g
1009,67932,枳壳,,0.5kg每袋,四川沱江源药业有限公司,,g
1010,67933,乌药,,0.5kg每袋,四川金方生物医药科技有限公司,,g
1011,67934,茯苓,,0.5kg每袋,四川金方生物医药科技有限公司,,g
1012,67935,香附,,0.5kg每袋,四川省卓宇制药有限公司,,g
1013,67936,小茴香,,0.5kg每袋,四川泰鹏药业有限公司,,g
1014,67937,佩兰,,0.5kg每袋,四川金方生物医药科技有限公司,,g
1015,67938,木香,,0.5kg每袋,四川省泓圃药业有限公司,,g
1016,67939,枳实,,0.5kg每袋,四川省泓圃药业有限公司,,g
1017,67940,烫狗脊,,0.5kg每袋,四川泰鹏药业有限公司,,g
1018,67941,海马,,0.1kg每袋,四川仁禾中药饮片有限公司,,g
1019,67942,柏子仁,,0.5kg每袋,江西樟树国康中药饮片有限公司,,g
1020,67943,生蒲黄,,0.5kg每袋,四川泰鹏药业有限公司,,g
1021,67944,五灵脂,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1022,67945,枸杞,,0.5kg每袋,四川泰鹏药业有限公司,,g
1023,67946,白前,,0.5kg每袋,四川皓博药业有限公司,,
1024,67947,法半夏,,0.5kg每袋,四川沱江源药业有限公司,,g
1025,67948,蜜马兜铃,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1026,67949,瞿麦,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1027,67950,防己,,0.5kg每袋,四川泰鹏药业有限公司,,g
1028,67951,山药,,0.5kg每袋,江西樟树国康中药饮片有限公司,,g
1029,67952,紫苏梗,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1030,67953,首乌藤,,0.5kg每袋,四川皓博药业有限公司,,
1031,67954,淫羊藿,,0.5kg每袋,江西国都中药饮片长有限公司,,g
1032,67955,石菖蒲,,0.5kg每袋,四川泰鹏药业有限公司,,g
1033,67956,红五加皮,,0.5kg每袋,四川皓博药业有限公司,,
1034,67957,大血藤,,0.5kg每袋,四川盛世锦荣药业有限公司,,g
1035,67958,芥子,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1036,67959,紫苏子,,0.5kg每袋,四川翼方中药饮片有限公司,,g
1037,67960,黄芩片,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1038,67961,萘敏维滴眼液,滴眼剂,10ml:盐酸萘甲唑啉0.2mg、马来酸氯苯那敏2mg、维生素B12 1mg,石家庄格瑞药业有限公司,国药准字H20093831,盒
1039,67962,尿素维E乳膏,乳膏剂,15%*25g,安徽新和成皖南药业有限公司,国药准字H34022160,支
1040,67963,肤痒颗粒,颗粒剂,每袋装9g,广西欢宝药业有限公司,国药准字Z45021942,盒
1041,67964,牛黄解毒片,片剂,24片,广西冠峰集团贵港市制药有限公司,国药准字Z45021381,盒
1042,67965,消炎利胆片,片剂,100颗,吉林省长恒药业有限公司,国药准字Z22026306,瓶
1043,67966,黄芪颗粒,颗粒剂,每袋装15g,贵州汉方药业有限公司,国药准字Z19993254,盒
1044,67967,六味地黄胶囊,胶囊剂,0.3g*72粒,哈尔滨天地药业有限公司,国药准字Z19993017,盒
1045,67968,夫西地酸乳膏,外用,5g,澳美制药厂,,支
1046,67969,栀子金花丸,丸剂,每袋装9g*6袋,承德天原药业股份有限公司,国药准字Z13020577,盒
1047,67970,九味羌活丸,丸剂(水丸),6g*9袋,成都地奥集团天府药业股份有限公司,国药准字Z51020372,盒
1048,67971,胃痛定,片剂,12片,贵州瑞和制药有限公司,国药准字Z52020493,盒
1049,67972,糠酸莫米松乳膏,乳膏剂,5g:5mg,上海通用药业股份有限公司,国药准字H20040853,支
1050,67973,盐酸西替利嗪片,片剂,10mg,广东彼迪药业有限公司,国药准字H20103387,盒
1051,67974,黄连上清丸,丸剂(水丸),每袋装6g,四川依科制药有限公司,国药准字Z20063854,盒
1052,67975,粉葛,,0.5kg每袋,四川沱江源药业有限公司,,g
1053,67976,苍术,,0.5kg每袋,四川蜀南神农科技有限公司,,g
1054,67977,豆蔻,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1055,67978,降香,,0.5kg每袋,四川翼方中药饮片有限公司,,g
1056,67979,八角茴香,,0.5kg每袋,成都祺隆中药饮片有限公司,,g
1057,67980,白附片,,0.5kg每袋,四川皓博药业有限公司,,
1058,67981,醋龟甲,,0.25桶,江西樟树国康中药饮片有限公司,,g
1059,67982,醋鳖甲,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1060,67983,使君子,,0.5kg每袋,成都祺隆中药饮片有限公司,,g
1061,67984,墨旱莲,,0.5kg每袋,四川皓博药业有限公司,,
1062,67985,醋乳香,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
1063,67986,醋没药,,1kg每袋,四川康泉堂中药饮片有限公司,,g
1064,67987,红花,,0.5kg每袋,四川泰鹏药业有限公司,,g
1065,67988,郁金,,0.5kg每袋,四川翼方中药饮片有限公司,,g
1066,67989,丹参,,0.5kg每袋,四川皓博药业有限公司,,
1067,67990,槟榔,,0.5kg每袋,四川皓博药业有限公司,,
1068,67991,炒麦芽,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1069,67992,炒山楂,,0.5kg每袋,四川泰鹏药业有限公司,,g
1070,67993,乌梅,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1071,67994,海螵蛸,,0.5kg每袋,四川金方生物医药科技有限公司,,g
1072,67995,金樱子,,0.5kg每袋,四川泰鹏药业有限公司,,g
1073,67996,地丁草,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1074,67997,白花蛇舌草,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1075,67998,金钱草,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1076,67999,干益母草,,0.5kg每袋,四川固康药业有限公司,,g
1077,68000,醋延胡索,,0.5kg每袋,四川皓博药业有限公司,,
1078,68001,姜黄,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1079,68002,鸡内金,,0.5kg每袋,四川皓博药业有限公司,,
1080,68003,炒莱菔子,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1081,68004,半枝莲,,0.5kg每袋,四川皓博药业有限公司,,
1082,68005,制远志,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
1083,68006,茯神木,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1084,68007,山合欢皮,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1085,68008,牛膝,,0.5kg每袋,四川皓博药业有限公司,,
1086,68009,川牛膝,,0.5kg每袋,四川泰鹏药业有限公司,,g
1087,68010,山萸肉,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1088,68011,南五味子,,0.5kg每袋,四川泰鹏药业有限公司,,g
1089,68012,益智,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1090,68013,赤芍,,0.5kg每袋,四川蜀南神农科技有限公司,,g
1091,68014,白芍,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1092,68015,干石斛,,0.5kg每袋,四川皓博药业有限公司,,
1093,68016,麦冬,,0.5kg每袋,四川蜀南神农科技有限公司,,g
1094,68017,天冬,,0.5kg每袋,江西樟树市正康医药生物科技有限公司,,g
1095,68018,玉竹,,0.5kg每袋,江西樟树市正康医药生物科技有限公司,,g
1096,68019,北沙参,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
1097,68020,芡实,,0.5kg每袋,四川皓博药业有限公司,,
1098,68021,南沙参,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1099,68022,龙骨,,1kg每袋,四川皓博药业有限公司,,
1100,68023,牡蛎,,1kg每袋,安国市聚药堂药业有限公司,,g
1101,68024,石决明,,0.5kg每袋,四川五芝中药饮片有限公司,,g
1102,68025,路路通,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1103,68026,伸筋草,,0.5kg每袋,四川蜀南神农科技有限公司,,g
1104,68027,何首乌,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1105,68028,制何首乌,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1106,68029,三棱,,0.5kg每袋,江西樟树市正康医药生物科技有限公司,,g
1107,68030,莪术,,0.5kg每袋,四川皓博药业有限公司,,
1108,68031,鸡血藤,,0.5kg每袋,四川蜀南神农科技有限公司,,g
1109,68032,炒蒺藜,,0.5kg每袋,四川皓博药业有限公司,,
1110,68033,沪地龙,,0.5kg每袋,江西樟树市正康医药生物科技有限公司,,g
1111,68034,钩藤,,0.5kg每袋,四川皓博药业有限公司,,
1112,68035,杜仲,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1113,68036,巴戟天,,0.5kg每袋,四川皓博药业有限公司,,
1114,68037,续断,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
1115,68038,管花肉苁蓉,,0.5kg每袋,四川皓博药业有限公司,,
1116,68039,盐补骨脂,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
1117,68040,锁阳,,0.5kg每袋,四川九威阁中药饮片有限公司,,g
1118,68041,覆盆子,,0.5kg每袋,四川同正堂中药饮片有限公司,,g
1119,68042,女贞子,,0.5kg每袋,四川皓博药业有限公司,,
1120,68043,赭石,,0.5kg每袋,四川康泉堂中药饮片有限公司,,g
1121,68044,白矾,,1kg每袋,四川固康药业有限公司,,g
1122,68045,磁石,,1kg每袋,四川同正堂中药饮片有限公司,,g
1123,68046,茵陈,,0.5kg每袋,四川皓博药业有限公司,,
1124,68047,竹茹,,0.5kg每袋,四川仁禾中药饮片有限公司,,g
1125,68048,豨签草,,0.5kg每袋,四川鑫仁泰药业有限公司,,g
